Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple sans enfant;Homme;1;0;24;60-69 ans;2018;1290;Trail / Supermotard;Retraité;True
En couple sans enfant;Femme;4;0;69;40-49 ans;2000;600;Roadster;Employé;False
En couple avec enfant(s);Homme;4;2;26;40-49 ans;1988;500;Routière / GT;Employé;False
Autre;Homme;2;2;34;50-59 ans;2010;1200;Trail / Supermotard;Profession intermédiaire;True
Seul(e) sans enfant;Homme;4;0;38;50-59 ans;1989;250;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;3;70;50-59 ans;2010;600;Roadster;Cadre;True
Seul(e) sans enfant;Femme;1;0;75;30-39 ans;2019;1000;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;13;70 et plus;2000;800;Custom;Retraité;False
Seul(e) sans enfant;Homme;2;0;31;40-49 ans;2006;1300;Routière / GT;Ouvrier;False
Seul(e) sans enfant;Homme;1;0;34;60-69 ans;2012;700;Roadster;Retraité;False
Seul(e) sans enfant;Femme;1;0;94;30-39 ans;2016;300;Scooter;Cadre;True
Autre;Homme;2;0;22;Moins de 30 ans;2019;320;Sportive;Ouvrier;True
Seul(e) sans enfant;Femme;1;0;92;50-59 ans;2019;900;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;3;86;50-59 ans;2003;900;Roadster;Employé;False
En couple sans enfant;Homme;2;0;95;30-39 ans;1998;900;;Ouvrier;False
Seul(e) sans enfant;Homme;1;0;68;50-59 ans;2012;1200;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;1;30;40-49 ans;1997;750;Sportive;Cadre;False
En couple avec enfant(s);Homme;2;5;35;50-59 ans;2002;1300;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;64;Moins de 30 ans;2009;1000;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;13;70 et plus;2019;900;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;51;60-69 ans;2005;1200;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;0;69;30-39 ans;2003;500;Roadster;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;64;30-39 ans;2019;750;Roadster;Employé;False
En couple sans enfant;Homme;1;0;88;60-69 ans;1994;900;Routière / GT;Retraité;False
En couple sans enfant;Homme;3;0;13;40-49 ans;2000;1000;Sportive;Cadre;False
Seul(e) sans enfant;Homme;3;0;91;30-39 ans;2019;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;59;40-49 ans;2001;125;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;3;1;21;40-49 ans;2004;1000;Sportive;Profession intermédiaire;False
En couple avec enfant(s);Homme;3;2;34;60-69 ans;2008;1100;Custom;Employé;True
En couple avec enfant(s);Homme;2;3;77;40-49 ans;2013;800;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;4;1;33;50-59 ans;2010;900;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;2;92;40-49 ans;2001;600;Sportive;Employé;False
En couple sans enfant;Homme;1;0;78;40-49 ans;2016;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;3;0;51;Moins de 30 ans;2003;600;Sportive;Cadre;False
En couple avec enfant(s);Homme;2;2;69;60-69 ans;2006;500;Scooter;Cadre;True
Seul(e) sans enfant;Homme;1;0;26;30-39 ans;2008;650;Roadster;Ouvrier;False
En couple sans enfant;Homme;2;0;92;60-69 ans;2011;1584;Custom;Retraité;True
En couple avec enfant(s);Homme;1;2;87;40-49 ans;2001;1000;Roadster;Employé;False
En couple sans enfant;Homme;2;0;69;30-39 ans;2013;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;93;40-49 ans;2013;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;1;74;50-59 ans;2006;125;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;2;0;67;60-69 ans;2014;1800;;Retraité;False
En couple sans enfant;Homme;1;0;80;40-49 ans;2012;650;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;77;70 et plus;2009;400;Scooter;Retraité;False
Seul(e) sans enfant;Homme;1;0;27;40-49 ans;2014;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;80;40-49 ans;2014;1300;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;1;0;87;60-69 ans;2018;800;Roadster;Cadre;True
En couple sans enfant;Homme;4;0;30;50-59 ans;2003;850;Roadster;Cadre;False
En couple avec enfant(s);Homme;4;2;83;50-59 ans;2008;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;1;3;44;30-39 ans;2007;1000;Routière / GT;Employé;True
Seul(e) sans enfant;Homme;1;0;69;40-49 ans;1994;500;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;4;66;40-49 ans;2007;1000;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;75;30-39 ans;2010;800;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;61;70 et plus;2011;1690;Custom;Retraité;False
En couple avec enfant(s);Homme;1;1;51;30-39 ans;2008;650;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;2;78;40-49 ans;2011;990;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;2;88;40-49 ans;2012;1200;Roadster;Employé;False
En couple sans enfant;Homme;2;0;82;70 et plus;2015;1800;Routière / GT;Retraité;False
En couple sans enfant;Homme;4;0;67;50-59 ans;2003;1000;Roadster;Profession libérale et artistique;False
En couple sans enfant;Homme;2;0;6;60-69 ans;2006;1000;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;1;1;75;40-49 ans;2018;700;Custom;Cadre;False
En couple sans enfant;Homme;1;0;72;60-69 ans;2014;1690;;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;1;72;50-59 ans;1997;1000;Trail / Supermotard;Profession intermédiaire;False
Seul(e) avec enfants;Femme;1;1;78;50-59 ans;2000;125;Custom;Cadre;False
Seul(e) avec enfants;Homme;2;1;83;60-69 ans;2015;530;Scooter;Retraité;True
Seul(e) sans enfant;Homme;1;0;33;70 et plus;2003;1300;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;4;1;63;40-49 ans;2019;1000;;Employé;False
En couple sans enfant;Homme;4;0;33;30-39 ans;2002;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;2;2;78;50-59 ans;2010;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;3;25;40-49 ans;2005;650;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;74;60-69 ans;2016;1200;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;0;74;60-69 ans;2013;1300;Routière / GT;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;1;1;47;30-39 ans;2016;750;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;2;2;64;60-69 ans;1994;125;Custom;Cadre;False
En couple avec enfant(s);Homme;2;2;34;40-49 ans;2006;800;Routière / GT;Cadre;False
Seul(e) avec enfants;Homme;3;2;34;60-69 ans;1995;1100;Routière / GT;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;4;0;13;50-59 ans;1992;1100;Sportive;Employé;False
En couple sans enfant;Homme;1;0;76;60-69 ans;2008;400;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;1;85;50-59 ans;2015;600;Sportive;Autre sans activité professionnelle (personne au foyer...);False
En couple sans enfant;Homme;1;0;75;60-69 ans;2011;400;Side-car / Trike;Retraité;False
En couple avec enfant(s);Homme;2;1;88;40-49 ans;2001;1300;Routière / GT;Employé;False
En couple sans enfant;Homme;1;0;6;60-69 ans;2002;900;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;2;27;50-59 ans;2016;1000;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;33;70 et plus;2009;1300;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;2;2;86;50-59 ans;2009;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;84;50-59 ans;2006;1200;Roadster;Profession intermédiaire;False
Seul(e) sans enfant;Homme;1;0;59;Moins de 30 ans;2004;750;Roadster;Employé;False
Seul(e) sans enfant;Femme;2;0;75;40-49 ans;2017;650;Sportive;Profession libérale et artistique;True
En couple sans enfant;Homme;2;0;13;50-59 ans;2011;600;Roadster;Employé;True
En couple avec enfant(s);Homme;2;1;81;60-69 ans;2017;1200;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;1;38;50-59 ans;2011;1000;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;2;79;50-59 ans;2006;1300;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;32;60-69 ans;2009;1700;Routière / GT;Retraité;False
En couple sans enfant;Femme;1;0;80;40-49 ans;2009;600;Roadster;Employé;False
En couple avec enfant(s);Homme;1;1;76;50-59 ans;2019;650;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;2;39;50-59 ans;2011;1200;Trail / Supermotard;Cadre;True
Autre;Homme;3;0;66;50-59 ans;2000;600;Roadster;Artisan, commerçant assimilé;True
Seul(e) sans enfant;Homme;1;0;28;60-69 ans;2015;1600;Routière / GT;Retraité;False
Seul(e) sans enfant;Femme;2;0;77;40-49 ans;2014;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;1;57;50-59 ans;2012;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;2;0;29;60-69 ans;2015;1200;Routière / GT;Retraité;False
En couple sans enfant;Homme;3;0;75;40-49 ans;2009;1200;Sportive;Cadre;True
En couple sans enfant;Homme;1;0;4;60-69 ans;2016;1200;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;2;0;94;30-39 ans;2019;790;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;1;0;86;50-59 ans;2018;1200;Routière / GT;Ouvrier;True
En couple avec enfant(s);Homme;5;2;45;50-59 ans;1996;360;Roadster;Employé;False
En couple sans enfant;Homme;4;0;66;60-69 ans;2011;1200;Trail / Supermotard;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;1;0;41;50-59 ans;1995;650;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;37;40-49 ans;2006;1000;Trail / Supermotard;Cadre;True
En couple sans enfant;Femme;1;0;69;60-69 ans;2009;800;Roadster;Retraité;False
En couple avec enfant(s);Homme;3;1;31;50-59 ans;2004;999;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;2;2;33;50-59 ans;1993;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;83;40-49 ans;2016;1000;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;2;97;50-59 ans;1991;500;Trail / Supermotard;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;26;60-69 ans;2012;800;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;1;0;31;Moins de 30 ans;2019;900;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;2;2;78;40-49 ans;2016;530;Scooter;Cadre;False
Seul(e) sans enfant;Homme;2;0;26;40-49 ans;2007;650;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;31;60-69 ans;2013;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;2;24;50-59 ans;2003;650;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;69;30-39 ans;2004;600;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;92;40-49 ans;2015;1200;;Cadre;True
En couple sans enfant;Homme;1;0;69;60-69 ans;2019;1000;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;2;2;28;40-49 ans;2002;750;Roadster;Employé;False
En couple sans enfant;Homme;1;0;69;60-69 ans;1999;800;Routière / GT;Retraité;False
Seul(e) sans enfant;Homme;1;0;34;30-39 ans;2007;1000;Routière / GT;Cadre;False
Seul(e) avec enfants;Homme;1;1;69;50-59 ans;2015;900;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;61;50-59 ans;2005;1200;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;2;3;13;50-59 ans;1991;600;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;4;1;69;40-49 ans;2006;990;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2013;1200;Trail / Supermotard;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;2;93;40-49 ans;2018;900;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;58;30-39 ans;1998;600;Roadster;Employé;False
En couple avec enfant(s);Homme;2;2;38;40-49 ans;2011;1000;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;33;30-39 ans;2001;650;Sportive;Employé;False
En couple avec enfant(s);Homme;2;2;38;50-59 ans;2002;800;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;21;50-59 ans;2008;1800;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;2;56;50-59 ans;2016;1200;Roadster;Cadre;False
En couple sans enfant;Homme;8;0;81;50-59 ans;2008;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;3;2;94;60-69 ans;1997;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;3;0;28;60-69 ans;2009;1800;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;2;6;60-69 ans;2007;1000;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;31;Moins de 30 ans;2006;650;Roadster;Employé;True
En couple sans enfant;Homme;1;0;58;50-59 ans;2015;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;1;92;40-49 ans;2014;125;Scooter;Cadre;False
En couple sans enfant;Homme;3;0;66;60-69 ans;2014;800;Routière / GT;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;0;59;40-49 ans;2009;1200;Routière / GT;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;1;0;64;60-69 ans;2009;700;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;4;2;56;60-69 ans;2001;955;Roadster;Employé;False
En couple sans enfant;Homme;1;0;8;50-59 ans;2012;900;Custom;Cadre;False
En couple avec enfant(s);Homme;1;2;73;60-69 ans;2012;990;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;3;21;40-49 ans;2002;900;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;62;Moins de 30 ans;2009;1050;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;43;50-59 ans;2018;650;Trail / Supermotard;Ouvrier;True
Seul(e) sans enfant;Homme;2;0;89;50-59 ans;1993;1000;Routière / GT;Ouvrier;False
Seul(e) sans enfant;Homme;2;0;61;50-59 ans;2016;1000;Routière / GT;Employé;False
En couple avec enfant(s);Homme;3;2;28;30-39 ans;2015;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;95;50-59 ans;2004;1300;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;2;69;50-59 ans;2008;650;Roadster;Cadre;False
Seul(e) sans enfant;Homme;4;0;66;50-59 ans;1995;500;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;2;92;40-49 ans;2010;500;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;1;87;50-59 ans;2015;1200;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;1;0;13;40-49 ans;2017;765;Roadster;Employé;False
En couple sans enfant;Homme;1;0;31;50-59 ans;2018;800;Trail / Supermotard;Cadre;False
Autre;Homme;2;0;38;40-49 ans;2001;600;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;3;0;68;60-69 ans;2012;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;3;1;21;30-39 ans;2008;1200;Roadster;Agriculteur exploitant;True
En couple avec enfant(s);Homme;3;2;14;40-49 ans;2011;1000;Sportive;Employé;False
Seul(e) avec enfants;Homme;1;1;71;50-59 ans;2016;900;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;1;2;56;40-49 ans;2012;1700;Roadster;Ouvrier;False
En couple sans enfant;Homme;1;0;95;30-39 ans;2008;675;Sportive;Cadre;False
Seul(e) sans enfant;Homme;2;0;78;40-49 ans;2001;955;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;2;0;13;60-69 ans;2002;1300;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;2;0;44;Moins de 30 ans;1998;600;Sportive;Employé;False
En couple sans enfant;Homme;1;0;69;60-69 ans;2018;1200;Trail / Supermotard;Retraité;False
Autre;Homme;1;0;69;Moins de 30 ans;2017;850;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;49;40-49 ans;2002;125;Trail / Supermotard;Ouvrier;False
Autre;Homme;3;0;54;60-69 ans;2009;1100;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;91;50-59 ans;2015;650;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;75;60-69 ans;2012;1300;Routière / GT;Profession libérale et artistique;False
En couple avec enfant(s);Homme;2;2;94;40-49 ans;2007;125;Sportive;Employé;False
En couple sans enfant;Homme;2;0;43;60-69 ans;2018;1200;Trail / Supermotard;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;1;1;75;30-39 ans;2012;750;Roadster;Cadre;True
En couple avec enfant(s);Femme;1;2;6;50-59 ans;2018;125;Scooter;Employé;False
En couple avec enfant(s);Homme;2;3;85;50-59 ans;2012;1200;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;1;12;40-49 ans;2012;990;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;2;3;30;50-59 ans;2016;1000;Roadster;Cadre;False
Seul(e) avec enfants;Homme;3;1;25;50-59 ans;1998;650;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;84;70 et plus;2011;1000;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;2;34;50-59 ans;2010;660;Roadster;Cadre;False
En couple sans enfant;Homme;4;0;27;60-69 ans;2008;1200;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;30;60-69 ans;2005;650;Roadster;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;26;50-59 ans;2013;750;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;77;40-49 ans;2004;1300;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;2;0;88;30-39 ans;2019;700;Roadster;Employé;True
En couple sans enfant;Homme;1;0;89;40-49 ans;1988;1500;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;1;1;31;40-49 ans;2015;1200;Roadster;Cadre;False
En couple sans enfant;Femme;1;0;89;40-49 ans;2001;125;Custom;Employé;False
En couple sans enfant;Homme;2;0;33;50-59 ans;1992;850;Roadster;Employé;False
En couple avec enfant(s);Homme;2;3;33;60-69 ans;1993;600;Trail / Supermotard;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;2;0;37;70 et plus;2006;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;3;97;40-49 ans;2017;500;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;2;37;30-39 ans;2019;650;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;3;0;86;60-69 ans;1971;600;Roadster;Retraité;False
En couple sans enfant;Homme;3;0;34;50-59 ans;2008;1200;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;13;60-69 ans;2002;1200;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;3;33;40-49 ans;2010;600;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;75;50-59 ans;2015;800;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;1;94;50-59 ans;2007;125;Scooter;Cadre;False
En couple sans enfant;Homme;10;0;31;50-59 ans;1998;1000;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;1;67;50-59 ans;2009;675;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;78;40-49 ans;2000;1450;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;2;42;30-39 ans;2006;500;Roadster;Employé;True
En couple sans enfant;Homme;1;0;33;50-59 ans;2008;1050;Roadster;Employé;False
En couple avec enfant(s);Homme;1;3;84;40-49 ans;2009;1000;Roadster;Profession libérale et artistique;False
En couple sans enfant;Femme;3;0;69;30-39 ans;2012;675;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;4;60-69 ans;2015;1200;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;33;60-69 ans;1983;750;Roadster;Retraité;False
En couple sans enfant;Homme;3;0;93;60-69 ans;2008;200;Quad;Cadre;False
En couple avec enfant(s);Homme;2;2;15;40-49 ans;2001;1000;Routière / GT;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;2;27;30-39 ans;2015;1050;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;2;34;60-69 ans;2015;850;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;1;4;33;40-49 ans;1992;750;Sportive;Ouvrier;False
En couple avec enfant(s);Homme;2;2;33;40-49 ans;1988;350;Tout terrain (Trial,  Enduro, Cross);Cadre;False
En couple sans enfant;Homme;4;0;71;60-69 ans;2014;1200;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;2;60;50-59 ans;2003;1200;Routière / GT;Profession intermédiaire;False
Seul(e) sans enfant;Homme;1;0;21;30-39 ans;2005;600;Roadster;Ouvrier;False
Seul(e) avec enfants;Femme;1;2;83;40-49 ans;2000;750;Trail / Supermotard;Employé;False
Seul(e) sans enfant;Homme;1;0;13;70 et plus;1988;1000;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;37;60-69 ans;1998;600;Trail / Supermotard;Employé;False
En couple sans enfant;Femme;1;0;6;60-69 ans;2007;250;Scooter;Retraité;False
En couple avec enfant(s);Homme;1;1;6;30-39 ans;2011;1000;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;59;40-49 ans;2004;750;Routière / GT;Employé;False
En couple sans enfant;Femme;2;0;22;50-59 ans;2015;650;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;1;1;83;40-49 ans;2010;1300;Routière / GT;Ouvrier;False
En couple sans enfant;Femme;1;0;69;30-39 ans;1998;600;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;4;0;35;50-59 ans;2016;1600;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;1;13;50-59 ans;2017;125;Scooter;Employé;False
En couple sans enfant;Homme;2;0;92;30-39 ans;2005;1000;Sportive;Employé;False
En couple sans enfant;Homme;1;0;53;50-59 ans;2016;650;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;2;78;40-49 ans;2004;1000;Routière / GT;Ouvrier;False
Seul(e) sans enfant;Homme;2;0;27;40-49 ans;2019;1000;Roadster;Cadre;False
Autre;Homme;1;0;47;Moins de 30 ans;2014;650;Sportive;Etudiant;False
En couple avec enfant(s);Homme;1;2;94;40-49 ans;2014;500;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;1;92;50-59 ans;2017;1000;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;0;6;30-39 ans;2017;650;Roadster;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;26;60-69 ans;2008;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;2;3;77;50-59 ans;2008;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;74;Moins de 30 ans;2018;500;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;2;2;95;50-59 ans;2007;1050;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;1;95;40-49 ans;2001;1200;Custom;Cadre;False
En couple avec enfant(s);Homme;1;2;60;50-59 ans;2011;1200;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;2;14;60-69 ans;2014;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Femme;2;1;45;40-49 ans;1992;750;Routière / GT;Employé;False
En couple sans enfant;Homme;2;0;91;40-49 ans;2011;1200;Trail / Supermotard;Profession intermédiaire;False
Seul(e) sans enfant;Homme;1;0;42;60-69 ans;2011;1000;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;97;60-69 ans;2004;400;Scooter;Employé;False
En couple sans enfant;Homme;2;0;91;30-39 ans;2013;1000;Roadster;Ouvrier;False
En couple sans enfant;Homme;2;0;94;30-39 ans;2012;125;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;21;40-49 ans;1979;900;Roadster;Ouvrier;False
Seul(e) avec enfants;Homme;1;2;77;50-59 ans;2008;675;Roadster;Employé;False
En couple avec enfant(s);Homme;2;1;34;30-39 ans;2019;790;Roadster;Cadre;False
En couple avec enfant(s);Homme;4;1;52;40-49 ans;2012;1400;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;75;50-59 ans;2010;125;Scooter;Cadre;False
En couple sans enfant;Femme;1;0;29;30-39 ans;2011;600;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;1;74;50-59 ans;1990;1000;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;1;2;33;50-59 ans;2011;1400;Routière / GT;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;2;73;50-59 ans;2011;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;3;0;24;50-59 ans;2004;650;Trail / Supermotard;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;3;0;51;30-39 ans;2008;600;Roadster;Cadre;True
En couple sans enfant;Homme;2;0;75;50-59 ans;2012;800;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;1;68;40-49 ans;2016;1050;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;3;92;60-69 ans;2016;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;0;69;40-49 ans;2014;1000;Roadster;Employé;False
En couple sans enfant;Homme;2;0;43;60-69 ans;2018;650;Routière / GT;Retraité;True
Seul(e) avec enfants;Homme;1;1;89;40-49 ans;2000;850;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;92;50-59 ans;2004;1000;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;3;0;35;40-49 ans;2017;700;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Femme;1;1;69;30-39 ans;2009;600;Roadster;Cadre;False
Autre;Homme;2;0;59;40-49 ans;1992;750;Sportive;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;2;95;50-59 ans;2017;300;Scooter;Cadre;False
En couple sans enfant;Homme;2;0;63;50-59 ans;2017;800;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;1;1;44;40-49 ans;2001;1000;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;2;33;30-39 ans;2004;1000;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;16;40-49 ans;2005;650;Roadster;Cadre;False
En couple sans enfant;Femme;2;0;92;Moins de 30 ans;2015;300;Sportive;Cadre;True
En couple sans enfant;Homme;1;0;75;50-59 ans;2012;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;42;60-69 ans;2016;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;1;68;60-69 ans;2005;900;Roadster;Cadre;False
Seul(e) sans enfant;Femme;1;0;77;60-69 ans;2007;125;Scooter;Retraité;False
Seul(e) sans enfant;Homme;1;0;69;Moins de 30 ans;2001;500;Roadster;Etudiant;False
En couple sans enfant;Homme;4;0;33;30-39 ans;2016;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;41;60-69 ans;2004;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;2;59;50-59 ans;2016;1300;Routière / GT;Cadre;False
