Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;1;0;69;40-49 ans;2005;1400;Roadster;Employé;False
En couple sans enfant;Homme;1;1;97;60-69 ans;2014;1290;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;0;34;50-59 ans;2011;1200;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;75;50-59 ans;2018;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;95;60-69 ans;2009;1300;Scooter;Cadre;False
En couple sans enfant;Homme;2;0;13;50-59 ans;2009;800;Routière / GT;Ouvrier;False
En couple sans enfant;Femme;1;2;33;60-69 ans;2014;650;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;0;37;60-69 ans;2006;800;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;2;75;60-69 ans;2013;600;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;1;59;40-49 ans;2000;800;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;1;77;40-49 ans;2001;1200;Custom;Employé;False
En couple avec enfant(s);Homme;1;0;30;40-49 ans;2010;750;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;3;0;28;40-49 ans;2010;1190;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;2;33;60-69 ans;1996;1000;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;77;50-59 ans;2016;675;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;2;83;60-69 ans;2006;939;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;33;60-69 ans;2018;1500;Routière / GT;Retraité;False
En couple sans enfant;Homme;4;0;30;40-49 ans;1994;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;31;60-69 ans;2019;650;Routière / GT;Retraité;False
Autre;Homme;1;0;57;40-49 ans;2018;600;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;0;94;70 et plus;2012;1000;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;3;0;35;30-39 ans;2002;1000;Roadster;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;4;0;64;60-69 ans;2008;1450;Roadster;Profession libérale et artistique;False
Seul(e) sans enfant;Femme;1;0;33;60-69 ans;2001;50;Roadster;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;1;0;14;50-59 ans;2010;900;Routière / GT;Retraité;False
Autre;Homme;2;2;54;40-49 ans;2016;1300;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;1;93;40-49 ans;2012;800;Sportive;Profession libérale et artistique;False
Seul(e) avec enfants;Homme;2;1;14;30-39 ans;2014;50;Scooter;Employé;False
Seul(e) sans enfant;Homme;2;1;91;50-59 ans;2018;1000;Routière / GT;Cadre;False
En couple sans enfant;Femme;5;1;56;30-39 ans;2016;1100;Routière / GT;Employé;False
En couple sans enfant;Homme;1;0;91;50-59 ans;2018;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;0;59;50-59 ans;2017;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;33;30-39 ans;2011;800;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;2;1;6;40-49 ans;1988;1200;Custom;Employé;False
En couple avec enfant(s);Homme;1;2;13;50-59 ans;1997;1400;0;Cadre;True
En couple sans enfant;Homme;1;0;65;30-39 ans;2006;900;Scooter;Cadre;False
En couple avec enfant(s);Femme;2;0;37;50-59 ans;1999;1000;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;1;92;60-69 ans;1984;800;Roadster;Employé;True
Seul(e) sans enfant;Homme;3;0;38;50-59 ans;1993;1300;Routière / GT;Retraité;False
Seul(e) sans enfant;Homme;2;2;9;40-49 ans;1998;1100;Roadster;Employé;False
En couple sans enfant;Homme;1;0;50;Moins de 30 ans;2017;1745;Roadster;Employé;False
En couple sans enfant;Femme;1;2;73;60-69 ans;2011;1800;Sportive;Retraité;False
En couple avec enfant(s);Homme;1;2;33;60-69 ans;2001;750;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;51;60-69 ans;2004;300;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;2;0;95;30-39 ans;2019;1000;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;0;92;50-59 ans;1977;850;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;1;60;50-59 ans;2016;1200;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;38;50-59 ans;2010;1100;Custom;Cadre;True
En couple avec enfant(s);Homme;1;0;33;30-39 ans;2002;1400;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;6;60-69 ans;2018;800;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;67;50-59 ans;2019;1200;Roadster;Cadre;False
En couple sans enfant;Homme;2;1;33;50-59 ans;2003;1200;Custom;Employé;False
En couple sans enfant;Homme;1;0;25;40-49 ans;2009;1300;Sportive;Retraité;True
En couple sans enfant;Homme;1;2;92;30-39 ans;2011;950;Routière / GT;Retraité;False
Seul(e) avec enfants;Femme;1;0;25;50-59 ans;2015;1000;Custom;Profession libérale et artistique;True
En couple avec enfant(s);Homme;3;0;42;60-69 ans;2006;955;Routière / GT;Retraité;False
En couple sans enfant;Homme;2;2;77;40-49 ans;2016;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;31;50-59 ans;1997;900;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;6;50-59 ans;2012;800;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;0;27;50-59 ans;2018;800;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;2;0;56;40-49 ans;2013;1000;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;1;22;30-39 ans;2004;1150;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;67;50-59 ans;2007;1200;Routière / GT;Chef d'entreprise de 10 salariés ou plus;False
En couple sans enfant;Homme;3;0;33;60-69 ans;1992;850;Sportive;Employé;False
En couple sans enfant;Homme;1;1;31;50-59 ans;2003;1100;Roadster;Retraité;False
En couple avec enfant(s);Femme;3;1;33;40-49 ans;2006;1000;Routière / GT;Cadre;False
En couple sans enfant;Homme;14;1;91;40-49 ans;2005;1200;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;75;60-69 ans;2014;1200;Custom;Cadre;False
En couple sans enfant;Homme;1;2;21;50-59 ans;2018;700;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;3;1;91;50-59 ans;2008;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;0;69;50-59 ans;1994;1300;Sportive;Cadre;True
En couple sans enfant;Homme;1;2;71;50-59 ans;2018;600;Tout terrain (Trial,  Enduro, Cross);Profession intermédiaire;False
Seul(e) sans enfant;Homme;3;4;25;40-49 ans;2015;1000;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;2;31;50-59 ans;2018;650;Roadster;Retraité;False
Seul(e) avec enfants;Homme;1;0;2;60-69 ans;1998;1100;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;2;0;7;50-59 ans;2015;650;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;33;50-59 ans;2013;500;Scooter;Employé;False
En couple avec enfant(s);Homme;2;2;25;50-59 ans;2001;650;Routière / GT;Cadre;False
En couple sans enfant;Homme;4;1;87;50-59 ans;2016;650;Scooter;Profession libérale et artistique;False
En couple avec enfant(s);Femme;1;0;59;60-69 ans;2007;800;Routière / GT;Retraité;False
En couple sans enfant;Homme;3;1;41;60-69 ans;2017;1200;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;0;73;50-59 ans;2004;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;3;59;40-49 ans;2016;1600;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;94;60-69 ans;2016;883;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;3;0;38;60-69 ans;2015;1100;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;2;1;91;50-59 ans;2013;750;Roadster;Employé;False
En couple sans enfant;Homme;3;0;59;50-59 ans;2010;400;Roadster;Employé;False
En couple sans enfant;Homme;1;3;33;50-59 ans;2016;1200;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;1;2;77;60-69 ans;2019;800;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;61;50-59 ans;2013;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;44;40-49 ans;2016;900;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;2;4;88;30-39 ans;2016;1000;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;38;30-39 ans;2012;900;Custom;Retraité;False
Seul(e) sans enfant;Homme;2;1;31;60-69 ans;2013;800;Scooter;Employé;False
En couple sans enfant;Homme;1;0;42;40-49 ans;2007;1200;Trail / Supermotard;Cadre;False
Seul(e) avec enfants;Homme;1;0;34;50-59 ans;2002;1400;Routière / GT;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;59;30-39 ans;2012;650;Sportive;Cadre;False
En couple sans enfant;Homme;2;2;33;60-69 ans;2012;750;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;0;25;50-59 ans;2011;900;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;2;0;75;50-59 ans;2011;1200;Roadster;Employé;False
En couple avec enfant(s);Femme;1;1;59;60-69 ans;2004;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;8;2;91;70 et plus;1991;1000;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;1;0;69;40-49 ans;2013;700;Roadster;Employé;False
En couple avec enfant(s);Homme;1;0;44;50-59 ans;1994;1000;Custom;Cadre;True
En couple sans enfant;Homme;1;0;92;70 et plus;2013;750;Routière / GT;Autre sans activité professionnelle (personne au foyer...);False
En couple avec enfant(s);Homme;1;3;1;60-69 ans;2005;500;Routière / GT;Retraité;False
Autre;Homme;2;0;33;60-69 ans;2017;125;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;0;95;30-39 ans;1994;125;Trail / Supermotard;Ouvrier;False
En couple sans enfant;Homme;2;0;92;50-59 ans;2015;1200;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;4;0;6;60-69 ans;2012;1400;Roadster;Retraité;False
En couple sans enfant;Homme;2;2;38;60-69 ans;2000;1200;Trail / Supermotard;Employé;False
Seul(e) sans enfant;Homme;6;0;33;30-39 ans;2010;1000;Routière / GT;Employé;True
En couple sans enfant;Homme;1;0;10;50-59 ans;2018;850;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;2;2;94;40-49 ans;1998;750;Routière / GT;Cadre;False
En couple sans enfant;Femme;1;3;6;50-59 ans;2015;800;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;0;3;40-49 ans;2015;650;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;0;44;40-49 ans;2006;1000;Roadster;Retraité;False
En couple avec enfant(s);Homme;6;0;91;50-59 ans;1999;950;Routière / GT;Employé;False
Seul(e) avec enfants;Homme;2;0;38;30-39 ans;2006;1200;Custom;Cadre;False
En couple avec enfant(s);Homme;3;0;91;70 et plus;2019;1730;Scooter;Cadre;True
Seul(e) avec enfants;Homme;1;2;85;50-59 ans;2018;850;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;0;95;50-59 ans;1995;750;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;0;35;Moins de 30 ans;2013;1100;Custom;Profession intermédiaire;False
Seul(e) sans enfant;Homme;2;1;4;50-59 ans;2012;500;Roadster;Employé;False
En couple sans enfant;Homme;2;2;68;60-69 ans;2016;700;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;44;60-69 ans;2007;1200;Roadster;En recherche d'emploi;True
En couple sans enfant;Homme;1;0;97;60-69 ans;1993;1200;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;1;0;79;50-59 ans;2013;1200;Scooter;Retraité;False
En couple sans enfant;Homme;1;0;33;50-59 ans;2014;750;Roadster;Retraité;False
En couple sans enfant;Homme;2;0;34;60-69 ans;2004;1200;Scooter;Employé;False
En couple sans enfant;Homme;1;0;35;50-59 ans;2002;900;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;74;50-59 ans;2018;1100;Roadster;Employé;False
En couple avec enfant(s);Homme;2;0;17;50-59 ans;2012;700;Roadster;Employé;False
En couple sans enfant;Homme;1;2;33;30-39 ans;1991;850;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;3;4;50-59 ans;2015;1150;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;4;1;78;60-69 ans;2019;1300;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;14;50-59 ans;2016;650;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;1;77;40-49 ans;2013;1200;Roadster;Cadre;False
Seul(e) sans enfant;Homme;2;1;92;50-59 ans;2008;650;Roadster;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;0;38;50-59 ans;2014;700;Sportive;Profession libérale et artistique;False
En couple sans enfant;Homme;1;2;79;40-49 ans;2007;1000;Roadster;Employé;False
En couple avec enfant(s);Homme;4;0;33;60-69 ans;2013;1200;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;3;3;60;50-59 ans;2016;800;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;0;84;30-39 ans;2013;1400;Roadster;Employé;False
En couple avec enfant(s);Homme;1;3;38;50-59 ans;2011;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;2;17;50-59 ans;2011;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;3;73;70 et plus;2010;500;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;85;60-69 ans;1994;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;3;0;6;60-69 ans;2008;300;Custom;Cadre;False
En couple sans enfant;Homme;1;0;94;30-39 ans;2015;1000;Scooter;Retraité;False
En couple avec enfant(s);Homme;1;2;25;60-69 ans;2014;1300;Trail / Supermotard;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;37;60-69 ans;2018;650;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;1;3;6;30-39 ans;2006;700;Roadster;Ouvrier;False
Seul(e) sans enfant;Homme;1;1;37;40-49 ans;2009;1500;Roadster;Employé;False
Seul(e) sans enfant;Homme;10;0;33;40-49 ans;2007;800;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;0;79;30-39 ans;2007;2300;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;2;0;5;50-59 ans;2010;600;Roadster;Cadre;False
En couple avec enfant(s);Femme;4;1;33;60-69 ans;1998;1100;Roadster;Employé;False
En couple sans enfant;Homme;2;2;95;60-69 ans;2010;750;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;0;30;40-49 ans;2005;1300;Routière / GT;Profession intermédiaire;False
Seul(e) sans enfant;Homme;3;3;71;60-69 ans;2014;1200;Roadster;Ouvrier;True
Seul(e) sans enfant;Homme;2;1;64;50-59 ans;2018;900;Routière / GT;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;0;78;60-69 ans;1997;1000;Roadster;Ouvrier;False
En couple sans enfant;Homme;2;1;29;40-49 ans;2015;850;Roadster;Employé;False
Seul(e) avec enfants;Homme;1;0;76;60-69 ans;2001;700;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;2;2;77;Moins de 30 ans;1995;1200;Trail / Supermotard;Autre sans activité professionnelle (personne au foyer...);True
En couple avec enfant(s);Homme;1;0;27;50-59 ans;1971;1100;Sportive;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;1;0;30;50-59 ans;2016;1200;Scooter;Profession intermédiaire;False
En couple sans enfant;Homme;3;0;68;60-69 ans;2017;800;Scooter;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;4;0;21;30-39 ans;2008;1300;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;0;29;Moins de 30 ans;2005;1300;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;3;2;72;50-59 ans;2006;125;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;4;1;92;50-59 ans;2008;1000;Scooter;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;1;0;28;30-39 ans;2000;800;Routière / GT;Retraité;False
En couple avec enfant(s);Femme;3;0;6;30-39 ans;2012;800;Roadster;Retraité;False
En couple sans enfant;Homme;2;0;75;60-69 ans;2014;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;29;60-69 ans;2010;1000;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;38;50-59 ans;2012;650;Routière / GT;Profession libérale et artistique;False
Seul(e) avec enfants;Homme;2;0;57;60-69 ans;2010;1150;Roadster;Retraité;False
En couple avec enfant(s);Homme;3;0;31;60-69 ans;2011;750;Roadster;Retraité;False
Seul(e) avec enfants;Homme;1;1;95;50-59 ans;2007;1200;Roadster;Cadre;False
En couple avec enfant(s);Homme;0;1;75;40-49 ans;2015;1050;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;94;50-59 ans;2018;535;Routière / GT;Profession libérale et artistique;True
En couple sans enfant;Homme;1;0;6;40-49 ans;2016;850;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;75;40-49 ans;2016;650;Sportive;Employé;False
Seul(e) sans enfant;Homme;1;0;6;50-59 ans;2013;1800;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;2;60;50-59 ans;1991;1200;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;2;0;5;60-69 ans;2010;650;Custom;Employé;False
En couple avec enfant(s);Homme;1;1;6;30-39 ans;2005;1000;Roadster;Retraité;False
Autre;Homme;2;2;31;50-59 ans;1999;800;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;92;40-49 ans;2008;650;Custom;Employé;False
En couple sans enfant;Homme;2;0;94;50-59 ans;2019;1000;Routière / GT;Employé;True
En couple avec enfant(s);Homme;2;3;92;60-69 ans;1962;600;Routière / GT;Retraité;False
En couple sans enfant;Femme;1;1;30;50-59 ans;2002;1100;Trail / Supermotard;Retraité;False
Autre;Homme;2;0;38;50-59 ans;2008;1200;Sportive;Cadre;False
En couple sans enfant;Homme;2;0;33;50-59 ans;2009;650;Roadster;En recherche d'emploi;False
En couple sans enfant;Femme;1;3;75;50-59 ans;2011;1250;Roadster;Cadre;False
En couple sans enfant;Femme;1;0;45;40-49 ans;2011;1200;Roadster;Autre sans activité professionnelle (personne au foyer...);False
Seul(e) avec enfants;Homme;1;0;42;Moins de 30 ans;2003;675;Roadster;Cadre;False
Autre;Homme;1;1;59;30-39 ans;2018;800;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;2;2;69;40-49 ans;2007;800;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;33;40-49 ans;2011;125;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;0;6;40-49 ans;2008;1200;Sportive;Retraité;False
En couple sans enfant;Homme;1;0;60;50-59 ans;2013;850;Routière / GT;Profession intermédiaire;False
Seul(e) sans enfant;Homme;1;0;76;60-69 ans;1997;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;2;2;92;50-59 ans;2019;1200;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;2;0;57;60-69 ans;2019;1250;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;2;0;74;40-49 ans;1987;800;Routière / GT;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;1;1;33;50-59 ans;2008;650;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;1;44;60-69 ans;1962;650;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;1;2;21;40-49 ans;1995;500;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;0;38;70 et plus;2009;1200;Roadster;Retraité;True
En couple sans enfant;Homme;1;1;59;30-39 ans;2010;650;Roadster;Ouvrier;False
En couple sans enfant;Femme;2;0;97;70 et plus;2014;800;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;3;73;50-59 ans;2013;750;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;0;92;60-69 ans;2001;1200;Roadster;Ouvrier;False
Autre;Homme;2;0;78;60-69 ans;1971;600;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;4;0;91;50-59 ans;2019;1000;Roadster;Profession libérale et artistique;False
Seul(e) avec enfants;Homme;1;0;93;40-49 ans;2011;700;Roadster;Cadre;False
En couple avec enfant(s);Femme;4;0;79;50-59 ans;2012;1190;Roadster;Ouvrier;False
En couple sans enfant;Homme;4;1;59;Moins de 30 ans;2006;1800;Routière / GT;Employé;False
En couple avec enfant(s);Homme;5;0;1;40-49 ans;2012;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;1;33;60-69 ans;2014;1200;Routière / GT;Employé;True
Seul(e) avec enfants;Homme;1;0;89;50-59 ans;2012;1150;Roadster;Cadre;False
Seul(e) avec enfants;Homme;1;0;47;50-59 ans;1989;675;Sportive;Employé;False
En couple sans enfant;Femme;3;1;69;40-49 ans;2015;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;25;40-49 ans;1995;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;1;30;40-49 ans;2009;750;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;0;69;70 et plus;2019;750;Routière / GT;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;1;0;59;30-39 ans;2005;1000;Roadster;Retraité;True
Seul(e) sans enfant;Homme;1;0;75;40-49 ans;2010;900;Routière / GT;Employé;False
En couple avec enfant(s);Femme;2;2;40;60-69 ans;2017;650;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;0;31;Moins de 30 ans;2008;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;0;34;30-39 ans;2012;1300;Sportive;Cadre;False
En couple avec enfant(s);Femme;1;0;76;50-59 ans;2009;1000;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;22;70 et plus;1994;1000;Routière / GT;Employé;False
Autre;Homme;3;0;7;40-49 ans;2017;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;1;0;61;30-39 ans;2010;350;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;2;0;26;50-59 ans;2019;125;Roadster;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Femme;2;1;7;50-59 ans;2007;1150;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;92;60-69 ans;2004;750;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;77;60-69 ans;2003;650;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;3;77;40-49 ans;2018;700;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;3;17;50-59 ans;1991;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;2;0;66;60-69 ans;2018;300;Roadster;Retraité;False
En couple sans enfant;Homme;3;0;59;50-59 ans;2016;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;2;0;25;50-59 ans;2010;1100;Trail / Supermotard;Ouvrier;False
En couple sans enfant;Homme;2;0;86;40-49 ans;1994;900;Scooter;Cadre;False
En couple avec enfant(s);Homme;2;0;75;30-39 ans;2008;1150;Roadster;Cadre;False
En couple sans enfant;Homme;2;1;60;60-69 ans;2003;1200;Roadster;Cadre;False
Seul(e) avec enfants;Homme;1;1;49;40-49 ans;2014;1000;Routière / GT;Employé;False
En couple sans enfant;Femme;1;2;6;60-69 ans;2010;500;Sportive;Employé;False
Seul(e) sans enfant;Homme;1;0;79;50-59 ans;2010;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;2;15;30-39 ans;2015;850;Roadster;Cadre;False
Seul(e) sans enfant;Homme;4;1;95;40-49 ans;2016;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;1;26;60-69 ans;2013;1200;Sportive;Cadre;True
Seul(e) sans enfant;Homme;1;0;91;50-59 ans;1997;650;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;0;46;60-69 ans;2010;1100;Roadster;Cadre;False
En couple avec enfant(s);Femme;1;0;72;50-59 ans;2007;300;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;0;37;50-59 ans;2012;1000;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;2;0;21;50-59 ans;1998;1100;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;56;60-69 ans;1997;1050;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;0;44;40-49 ans;2012;600;Roadster;Employé;False
Seul(e) avec enfants;Femme;3;1;68;60-69 ans;2015;600;Roadster;Cadre;False
En couple avec enfant(s);Femme;1;2;46;40-49 ans;2015;1000;Scooter;Cadre;False
En couple sans enfant;Homme;4;1;25;40-49 ans;2009;1200;Sportive;Cadre;False
En couple sans enfant;Femme;8;3;38;40-49 ans;2011;1000;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;4;4;33;40-49 ans;2012;750;Roadster;Ouvrier;False
Seul(e) sans enfant;Homme;1;2;27;60-69 ans;2005;900;Scooter;Employé;False
En couple avec enfant(s);Homme;1;1;71;60-69 ans;1979;650;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;0;51;60-69 ans;2010;1400;Routière / GT;Employé;True
En couple sans enfant;Homme;2;1;59;60-69 ans;2010;850;Roadster;Retraité;True
Seul(e) sans enfant;Homme;2;0;31;40-49 ans;2011;1100;Sportive;Cadre;True
En couple sans enfant;Homme;2;2;44;70 et plus;2003;500;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;0;67;50-59 ans;2017;1000;Routière / GT;Employé;False
Autre;Homme;1;2;93;30-39 ans;2012;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;1;92;50-59 ans;2014;1000;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;38;60-69 ans;2010;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;1;78;40-49 ans;2012;1000;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;0;91;60-69 ans;2006;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;3;0;31;40-49 ans;2011;1000;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;4;0;94;50-59 ans;2019;1000;Roadster;Employé;False
En couple sans enfant;Homme;2;0;67;30-39 ans;1971;900;Trail / Supermotard;Ouvrier;True
En couple sans enfant;Femme;4;0;62;40-49 ans;2016;1200;Quad;Employé;False
En couple sans enfant;Homme;3;1;42;50-59 ans;1993;1800;Roadster;Cadre;False
En couple sans enfant;Homme;1;2;28;60-69 ans;2015;1300;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;1;13;40-49 ans;2010;1199;Roadster;Cadre;False
Seul(e) sans enfant;Homme;2;1;76;30-39 ans;2011;1400;Roadster;Cadre;False
En couple sans enfant;Homme;1;2;33;50-59 ans;2009;1200;Routière / GT;En recherche d'emploi;False
Seul(e) sans enfant;Homme;1;0;94;60-69 ans;2012;1200;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;0;59;30-39 ans;2008;500;Roadster;Employé;False
Seul(e) sans enfant;Homme;2;0;93;40-49 ans;2017;800;Routière / GT;En recherche d'emploi;False
En couple avec enfant(s);Homme;4;2;97;60-69 ans;2014;1200;Side-car / Trike;Cadre;True
En couple avec enfant(s);Homme;3;0;45;50-59 ans;2017;1200;Routière / GT;Cadre;False
