Civilité du membre;Profession du membre;Secteur du 2RM;Statut de la qualification;Sociétaire;Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre d enfants à charge;Département d habitation en France;Age du membre;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence d utilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
1;Carrossier;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;95;53;50-59 ans;2004;MUTUELLE DES MOTARDS;1300;Tous les jours;8000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Carrossier;Employé;False
1;enseignant;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;69;51;50-59 ans;2008;MUTUELLE DES MOTARDS;650;Tous les jours;10000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;enseignant;Cadre;False
1;commercial;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;4;0;66;59;50-59 ans;1995;MAAF;500;Quelques fois par semaine;3000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;commercial;Cadre;False
1;Autoentrepreneur;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;3;2;92;47;40-49 ans;2010;ASSURANCE CREDIT MUTUEL (ACM);500;Tous les jours;10000;YAMAHA;Scooter;Garage individuel (ou box privatif);Pour les trajets professionnels;?;Autoentrepreneur;Cadre;False
1;ingénieur hospitalier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;87;54;50-59 ans;2015;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;ingénieur hospitalier;Cadre;False
1;Réceptionniste;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;13;44;40-49 ans;2017;AMV (ASSURANCE MOTO VERTE);765;Quelques fois par semaine;12000;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;500;Réceptionniste;Employé;False
1;ingénieur;Oui;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;31;59;50-59 ans;2018;MACIF;800;Tous les jours;10000;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;ingénieur;Cadre;False
1;sans emploi;Non;Mise à jour;Oui;Autre;Homme;4;2;0;38;44;40-49 ans;2001;MUTUELLE DES MOTARDS;600;Quelques fois par mois;2500;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;150;conseiller immobilier;Profession libérale et artistique;False
1;Photographe;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;3;0;68;67;60-69 ans;2012;MACIF;1200;Quelques fois par semaine;10000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;Photographe;Retraité;False
1;salarié agricole;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;3;1;21;34;30-39 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par an;100;HARLEY-DAVIDSON;Roadster;Autre;Pour les loisirs;300;Exploitant agricole;Agriculteur exploitant;True
1;moniteur d atelier;Oui;Mise à jour;Oui;En couple avec enfant(s);Homme;4;3;2;14;46;40-49 ans;2011;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;7000;YAMAHA;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;moniteur d atelier;Employé;False
1;routier;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;2;1;1;71;59;50-59 ans;2016;MUTUELLE DES MOTARDS;900;Quelques fois par mois;2000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;0;routier;Ouvrier;False
1;mecanitien industriel;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;56;45;40-49 ans;2012;MUTUELLE DES MOTARDS;1700;Tous les jours;20000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;mecanitien industriel;Ouvrier;False
1;Responsable Santé Sécurité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;95;36;30-39 ans;2008;GMF;675;Quelques fois par mois;5000;TRIUMPH;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable Santé Sécurité;Cadre;False
1;InformaMecanicien;Oui;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;78;45;40-49 ans;2001;MUTUELLE DES MOTARDS;955;Quelques fois par semaine;10000;TRIUMPH;Trail / Supermotard;Voie publique;Pour les trajets domicile travail;250;InformaMecanicien;Cadre;False
1;Conducteur de T.C.;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;13;62;60-69 ans;2002;MUTUELLE DES MOTARDS;1300;Quelques fois par semaine;8000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;Conducteur de T.C.;Employé;False
1;Technicien d études;Non;Qualification initiale;Non;Seul(e) sans enfant;Homme;1;2;0;44;29;Moins de 30 ans;1998;AMV (ASSURANCE MOTO VERTE);600;Quelques fois par semaine;6000;DUCATI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;?;Technicien d études;Employé;False
1;Agent de maîtrise transport en;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;69;63;60-69 ans;2018;GMF;1200;Quelques fois par semaine;7500;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;350;;Retraité;False
1;Infographiste;Non;Mise à jour;Non;Autre;Homme;4;1;0;69;26;Moins de 30 ans;2017;AMV (ASSURANCE MOTO VERTE);850;Tous les jours;25000;YAMAHA;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Graphiste;Employé;False
1;Conducteur routier;Non;Qualification initiale;Non;Seul(e) sans enfant;Homme;1;1;0;49;46;40-49 ans;2002;AUTRE;125;Tous les jours;10000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;498;Conducteur routier;Ouvrier;False
1;Chargé d affaires;Non;Mise à jour;Non;Autre;Homme;2;3;0;54;60;60-69 ans;2009;MACIF;1100;Quelques fois par semaine;12000;DUCATI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;Chargé d affaires;Cadre;False
1;cadre transport passagers par ;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;91;50;50-59 ans;2015;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;12000;SUZUKI;Trail / Supermotard;Parking privé clos;Pour les trajets professionnels;600;cadre transport passagers par;Cadre;False
1;Informatique;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;75;66;60-69 ans;2012;AXA;1300;Tous les jours;10000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;?;Informatique;Profession libérale et artistique;False
1;agent sncf;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;94;46;40-49 ans;2007;MUTUELLE DES MOTARDS;125;Quelques fois par an;500;HYOSUNG;Sportive;Garage individuel (ou box privatif);Pour les loisirs;250;agent sncf;Employé;False
1;architecte;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;43;64;60-69 ans;2018;AXA;1200;Tous les jours;35000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets professionnels;?;architecte;Profession libérale et artistique;True
1;Responsable Réseaux;Non;Qualification initiale;Non;Seul(e) avec enfants;Homme;2;1;1;75;35;30-39 ans;2012;ASSURBIKE;750;Tous les jours;13000;APRILIA;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Responsable Réseaux;Cadre;True
2;Secrétaire médicale;Non;Qualification initiale;Non;En couple avec enfant(s);Femme;4;1;2;6;51;50-59 ans;2018;MUTUELLE DES MOTARDS;125;Quelques fois par semaine;1000;DAELIM;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Secrétaire médicale;Employé;False
1;Directeur Général;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;2;3;85;52;50-59 ans;2012;MACIF;1200;Quelques fois par semaine;10000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;Directeur Industriel;Cadre;False
1;chauffeur poid lourd interimai;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;12;41;40-49 ans;2012;MUTUELLE DES MOTARDS;990;Quelques fois par mois;3000;KTM;Roadster;Garage individuel (ou box privatif);Pour les loisirs;800;chauffeur livreur poid lourd;Ouvrier;False
1;Ingénieur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;2;3;30;50;50-59 ans;2016;MAAF;1000;Quelques fois par semaine;8000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Ingénieur;Cadre;False
1;Chargé d affaires;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;2;3;1;25;53;50-59 ans;1998;MUTUELLE DES MOTARDS;650;Quelques fois par mois;5000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Chargé d affaires;Cadre;False
1;Retraité;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;84;70;70 et plus;2011;MAIF;1000;Quelques fois par mois;6000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité;Retraité;False
1;Développeur Informatique;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;34;56;50-59 ans;2010;MUTUELLE DES MOTARDS;660;Tous les jours;12000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Développeur Informatique;Cadre;False
1;menuisier;Non;?;Non;En couple sans enfant;Homme;2;4;0;27;66;60-69 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;3500;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;btp,mécano;Retraité;False
1;sans (petits boulots);Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;30;61;60-69 ans;2005;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;3000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;350;sans (petits boulots);En recherche d emploi;False
1;chef de quart;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;26;55;50-59 ans;2013;MUTUELLE DES MOTARDS;750;Quelques fois par mois;3000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;chef de quart;Employé;False
1;ambulancier smur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;77;49;40-49 ans;2004;MUTUELLE DES MOTARDS;1300;Quelques fois par semaine;10000;YAMAHA;Routière / GT;Parking privé clos;Pour les loisirs;1000;Responsable ambulancier smur;Employé;False
1;Intérimaire;Non;Qualification initiale;Non;Seul(e) sans enfant;Homme;1;2;0;88;30;30-39 ans;2019;GROUPAMA;700;Quelques fois par mois;9000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Intérimaire;Employé;True
1;Technicien de maintenance;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;89;43;40-49 ans;1988;MUTUELLE DES MOTARDS;1500;Quelques fois par mois;3000;HONDA;Routière / GT;Parking privé clos;Pour les loisirs;100;Technicien de maintenance;Ouvrier;False
1;Concepteur Structure Aéronauti;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;31;43;40-49 ans;2015;ASSURANCE CREDIT MUTUEL (ACM);1200;Tous les jours;18000;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1200;Concepteur Structure Aéronautique;Cadre;False
3;sans;Non;Mise à jour;Oui;En couple sans enfant;Femme;2;1;0;89;40;40-49 ans;2001;MUTUELLE DES MOTARDS;125;Quelques fois par mois;500;KAWASAKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;?;ambulancière;Employé;False
1;chauffeur livreur;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;33;51;50-59 ans;1992;MUTUELLE DES MOTARDS;850;Quelques fois par mois;2000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1200;chauffeur livreur;Employé;False
1;PHOTOGRAPHE;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;2;3;33;63;60-69 ans;1993;MUTUELLE DES MOTARDS;600;Tous les jours;10000;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;PHOTOGRAPHE;Artisan, commerçant assimilé;False
1;Retraité de la finance;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;37;71;70 et plus;2006;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité de la finance;Retraité;False
1;gestionnaire;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;1;3;97;40;40-49 ans;2017;GMF;500;Tous les jours;14986;PIAGGIO;Scooter;Parking privé non clos;Pour les trajets domicile travail;?;gestionnaire;Cadre;False
1;Infirmier;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;37;33;30-39 ans;2019;MUTUELLE DES MOTARDS;650;Tous les jours;5000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Infirmier;Profession intermédiaire;False
1;Enseignant;Non;Mise à jour;Non;En couple sans enfant;Homme;2;3;0;86;63;60-69 ans;1971;AUTRE;600;Quelques fois par an;0;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;100;Enseignant;Retraité;False
1;Directeur d établissement médi;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;3;0;34;54;50-59 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;6000;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Directeur d établissement médi;Cadre;False
1;Responsable de Patrimoine;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;13;61;60-69 ans;2002;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;20000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Responsable de Patrimoine;Profession intermédiaire;False
1;Cadre dans un oragnisme de séc;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;1;3;33;43;40-49 ans;2010;MAIF;600;Tous les jours;11000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Cadre dans un oragnisme de séc;Cadre;False
1;Médecin;Non;?;Oui;En couple sans enfant;Homme;2;1;0;75;58;50-59 ans;2015;MUTUELLE DES MOTARDS;800;Quelques fois par semaine;6000;DUCATI;Roadster;Garage collectif;Pour les loisirs;?;enseignant;Cadre;False
1;Chef de projet informatique;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;2;1;94;53;50-59 ans;2007;CLUB 14;125;Quelques fois par mois;2000;SYM;Scooter;Garage individuel (ou box privatif);Pour les loisirs;?;Chef de projet informatique;Cadre;False
1;ingenieur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;10;0;31;59;50-59 ans;1998;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;3000;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;1000;ingenieur;Cadre;True
1;Technicien en maintenance info;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;67;55;50-59 ans;2009;MACIF;675;Quelques fois par mois;3000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Technicien en maintenance info;Cadre;True
1;Frigoriste;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;78;47;40-49 ans;2000;MUTUELLE DES MOTARDS;1450;Quelques fois par mois;6000;HARLEY-DAVIDSON;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Frigoriste;Employé;False
1;Animalier;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;2;2;42;38;30-39 ans;2006;MAAF;500;Tous les jours;15000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Animalier;Employé;True
1;fonctionnaire;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;33;58;50-59 ans;2008;MUTUELLE DES MOTARDS;1050;Quelques fois par mois;5000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;fonctionnaire;Employé;False
1;masseur kinésithérapeute;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;5;1;3;84;42;40-49 ans;2009;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par semaine;4000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;masseur kinésithérapeute;Profession libérale et artistique;False
3;Juriste fiscaliste;Non;Mise à jour;Oui;En couple sans enfant;Femme;2;3;0;69;32;30-39 ans;2012;MUTUELLE DES MOTARDS;675;Quelques fois par semaine;5000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Office Manager;Cadre;True
1;Comptable;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;4;64;60-69 ans;2015;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;7000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1000;Comptable;Retraité;False
1;militaire de carrière;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;33;64;60-69 ans;1983;MUTUELLE DES MOTARDS;750;Quelques fois par an;500;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;100;militaire de carrière;Retraité;False
1;chef atelier poids lourds;Non;Mise à jour;Non;En couple sans enfant;Homme;2;3;0;93;63;60-69 ans;2008;MACIF;200;Quelques fois par mois;3500;LONCIN;Quad;Garage individuel (ou box privatif);Pour les loisirs;500;chef atelier poids lourds;Cadre;False
1;Greffier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;15;47;40-49 ans;2001;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;5000;VOXAN;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Greffier;Profession intermédiaire;False
1;Ingénieur d études;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;27;36;30-39 ans;2015;MUTUELLE DES MOTARDS;1050;Tous les jours;11000;KTM;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Ingénieur d études;Cadre;False
1;Monteur Soudeur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;34;60;60-69 ans;2015;MUTUELLE DES MOTARDS;850;Quelques fois par mois;1000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Monteur Soudeur;Ouvrier;False
1;chef d équipe en centre de rec;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;6;1;4;33;43;40-49 ans;1992;AMV (ASSURANCE MOTO VERTE);750;Quelques fois par semaine;5000;KAWASAKI;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Chauffeur routier;Ouvrier;False
1;préventeur accident travail ag;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;2;2;33;48;40-49 ans;1988;MAAF;350;Tous les jours;1000;YAMAHA;Tout terrain (Trial,  Enduro, Cross);Garage individuel (ou box privatif);Pour les trajets domicile travail;?;préventeur accident travail ag;Cadre;False
1;mecanique générale;Non;Mise à jour;Non;En couple sans enfant;Homme;2;4;0;71;65;60-69 ans;2014;AXA;1200;Tous les jours;12000;DUCATI;Roadster;Parking privé clos;Pour les loisirs;?;mecanique générale;Retraité;False
1;Infirmier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;60;55;50-59 ans;2003;MUTUELLE DES MOTARDS;1200;Quelques fois par an;3000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Infirmier;Profession intermédiaire;False
1;Soudeur Chaudronnier;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;1;0;21;34;30-39 ans;2005;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;12000;YAMAHA;Roadster;Garage collectif;Pour les loisirs;1000;Soudeur Chaudronnier;Ouvrier;False
2;Agent de proximité;Non;Mise à jour;Oui;Seul(e) avec enfants;Femme;3;1;2;83;49;40-49 ans;2000;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;10000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;Chargée d Accueil;Employé;False
1;retraité;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;13;72;70 et plus;1988;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;5000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;retraité;Retraité;False
1;encadrant thecnique;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;37;61;60-69 ans;1998;AUTRE;600;Quelques fois par semaine;6000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;encadrant technique;Employé;False
2;retraitée;Non;Mise à jour;Oui;En couple sans enfant;Femme;2;1;0;6;61;60-69 ans;2007;MUTUELLE DES MOTARDS;250;Quelques fois par semaine;2000;PIAGGIO;Scooter;Parking privé non clos;Pour les loisirs;?;retraitée;Retraité;False
1;Fonctionnaire;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;1;1;6;39;30-39 ans;2011;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;10000;HONDA;Roadster;Parking privé clos;Pour les loisirs;?;Fonctionnaire;Cadre;True
1;Encadrant Technique d Insertion;Non;?;Non;En couple avec enfant(s);Homme;5;1;3;59;47;40-49 ans;2004;MAAF;750;Quelques jours par mois;10000;SUZUKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Encadrant Technique d’Insertion pédagogique et social;Employé;False
2;infographiste;Non;Mise à jour;Non;En couple sans enfant;Femme;2;2;0;22;52;50-59 ans;2015;AXA;650;Quelques fois par semaine;2000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets professionnels;200;infographiste;Artisan, commerçant assimilé;False
1;conducteur receveur;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;83;49;40-49 ans;2010;AUTRE;1300;Quelques fois par semaine;3500;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;conducteur receveur;Ouvrier;False
2;technicienne de laboratoire;Non;Qualification initiale;Oui;En couple sans enfant;Femme;2;1;0;69;30;30-39 ans;1998;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;10;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;technicienne de laboratoire;Employé;False
1;fonction publique d état;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;4;0;35;57;50-59 ans;2016;MUTUELLE DES MOTARDS;1600;Quelques fois par semaine;22000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;fonction publique d état;Employé;True
1;Assistant comptable;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;1;1;13;56;50-59 ans;2017;MUTUELLE DES MOTARDS;125;Tous les jours;4500;Kawasaki;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;550;Assistant comptable;Employé;False
1;Responsable boutique;Oui;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;92;33;30-39 ans;2005;MATMUT;1000;Quelques fois par semaine;5000;SUZUKI;Sportive;Parking privé clos;Pour les loisirs;500;Responsable boutique;Employé;False
1;Enseignant;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;53;58;50-59 ans;2016;MAIF;650;Tous les jours;7000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Enseignant;Profession intermédiaire;False
1;Agent SNCF;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;78;40;40-49 ans;2004;MUTUELLE DES MOTARDS;1000;Tous les jours;9000;DUCATI;Routière / GT;Garage collectif;Pour les trajets domicile travail;?;Agent SNCF;Ouvrier;False
1;Cadre de laboratoire;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;2;0;27;43;40-49 ans;2019;MUTUELLE DES MOTARDS;1000;Tous les jours;14000;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Cadre de laboratoire;Cadre;False
1;Étudiant;Non;Qualification initiale;Oui;Autre;Homme;4;1;0;47;21;Moins de 30 ans;2014;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;3000;HONDA;Sportive;Parking privé clos;Pour les trajets domicile travail;?;Étudiant;Etudiant;False
1;DSI;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;94;40;40-49 ans;2014;MUTUELLE DES MOTARDS;500;Tous les jours;11000;HONDA;Roadster;Garage collectif;Pour les trajets domicile travail;50;DSI;Profession intermédiaire;False
1;dessinateur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;92;57;50-59 ans;2017;MAAF;1000;Quelques fois par semaine;1200;HONDA;Trail / Supermotard;Parking privé clos;Pour les trajets domicile travail;1000;dessinateur;Cadre;True
1;Expert auprès des compagnied d;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;6;37;30-39 ans;2017;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;10000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets professionnels;1500;Expert auprès des compagnied d assurance;Profession libérale et artistique;False
1;retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;26;69;60-69 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;2500;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;300;retraité;Retraité;False
1;Ingenieur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;2;3;77;53;50-59 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;15000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Ingenieur;Cadre;False
1;Technicien son;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;74;23;Moins de 30 ans;2018;MUTUELLE DES MOTARDS;500;Quelques fois par semaine;10000;HONDA;Roadster;Parking privé clos;Pour les loisirs;?;Technicien son;Profession libérale et artistique;False
1;Ingenieur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;95;52;50-59 ans;2007;MUTUELLE DES MOTARDS;1050;Quelques fois par an;3000;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;?;Ingenieur;Cadre;False
1;architecte reseau;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;2;1;95;42;40-49 ans;2001;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;BMW;Custom;Garage individuel (ou box privatif);Pour les loisirs;?;architecte reseau;Cadre;False
1;Employé compagnie aérienne;Non;?;Non;En couple avec enfant(s);Homme;4;1;2;60;55;50-59 ans;2011;MACIF;1200;Quelques fois par mois;3000;BMW;Trail / Supermotard;?;Pour les loisirs;?;Employé compagnie aérienne;Profession intermédiaire;False
1;Chargé de recherches CNRS;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;14;66;60-69 ans;2014;MAIF;1200;Quelques fois par semaine;4000;BMW;Trail / Supermotard;Parking privé clos;Pour les loisirs;150;Chargé de recherches CNRS;Retraité;False
3;Agent SNCF;Non;Qualification initiale;Oui;En couple avec enfant(s);Femme;3;2;1;45;47;40-49 ans;1992;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;10000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Agent SNCF;Employé;False
